Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Monthly cost,Property taxes,House insurance,HOA fees,Utilities
"621 Moreland Ave SE, Atlanta, GA",https://www.zillow.com/homedetails/621-Moreland-Ave-SE-Atlanta-GA-30316/59934151_zpid/,"$574,900",New construction,4 bds,3 ba,"2,548 sqft",,Single Family,2019,Forced air,Central,Detached Garage,"7,492 sqft",$226,"$2,844",$532/mo,$201/mo,$0/mo,Not included
"1973 Cummings Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1973-Cummings-Dr-SW-Atlanta-GA-30311/35854100_zpid/,"$179,900",House for sale,3 bds,2 ba,"1,210 sqft",,Single Family,1955,"Forced air, Heat pump",Central,No Data,0.28 acres,$149,$928,$160/mo,$63/mo,$0/mo,Not included
"412 E Side Ave SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/412-E-Side-Ave-SE-Atlanta-GA-30316/14456894_zpid/,"$814,000",House for sale,4 bds,3 ba,"2,727 sqft",,Single Family,1935,Gas,No Data,No Data,"10,454 sqft",$298,"$4,138",$753/mo,$285/mo,$0/mo,Not included
"180 Sewanee Ave NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/180-Sewanee-Ave-NW-Atlanta-GA-30314/35857266_zpid/,"$60,000",For sale by owner,3 bds,1 ba,900 sqft,None,Single Family,1956,Other,Central,No Data,"7,501 sqft",$67,$320,$54/mo,$21/mo,$0/mo,Not included
"The Vineyard Plan, Monticello Park",https://www.zillow.com/community/monticello-park/2084259016_zpid/,"$185,475+",New construction,2 bds,2.5 ba,"1,412 sqft",,Townhouse,2019,No Data,No Data,1 space,No Data,$131,$956,,,,
"231 Glenwood Ave SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/231-Glenwood-Ave-SE-Atlanta-GA-30312/65441429_zpid/,"$395,000",House for sale,3 bds,3 ba,"1,586 sqft",,Single Family,2003,Forced air,Central,No Data,"4,748 sqft",$249,"$1,940",$352/mo,$138/mo,$0/mo,Not included
"Bordeaux Plan, Cascades",https://www.zillow.com/community/cascades/2084012310_zpid/,"$215,900+",New construction,3 bds,3.5 ba,"1,685 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$128,"$1,113",,,,
"1179 Fair St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1179-Fair-St-SW-Atlanta-GA-30314/35834817_zpid/,"$229,000",House for sale,3 bds,2 ba,964 sqft,,Single Family,1945,Forced air,Central,1 space,"5,401 sqft",$238,"$1,181",$204/mo,$80/mo,$0/mo,Not included
"2001 Albany Dr SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/2001-Albany-Dr-SW-Atlanta-GA-30311/35854050_zpid/,"$325,000",House for sale,4 bds,2 ba,"2,436 sqft",,Single Family,1950,Heat pump,Central,5 spaces,0.39 acres,$133,"$1,596",$290/mo,$114/mo,$0/mo,Not included
"1290 1290 Graymont Dr, Atlanta, GA 30310",https://www.zillow.com/homedetails/1290-1290-Graymont-Dr-Atlanta-GA-30310/2082147830_zpid/,"$130,000",House for sale,3 bds,2 ba,"1,050 sqft",,Single Family,1950,Forced air,No Data,No Data,"5,662 sqft",$124,$670,$116/mo,$46/mo,$0/mo,Not included
"000 Larchwood Rd SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/000-Larchwood-Rd-SW-Atlanta-GA-30310/2082148526_zpid/,"$179,999",Lot / Land for sale,1.9 acres lot,,,None,,,,,,,,$928,$160/mo,$63/mo,$0/mo,Not included
"3060 Lynn Dr SW # 235, Atlanta, GA 30311",https://www.zillow.com/homedetails/3060-Lynn-Dr-SW-235-Atlanta-GA-30311/2082148580_zpid/,"$349,900",House for sale,6 bds,3 ba,"3,028 sqft",,Single Family,1957,Forced air,Central,No Data,0.44 acres,$116,"$1,718",$312/mo,$122/mo,$0/mo,Not included
"The Decatur Plan, Pratt Stacks",https://www.zillow.com/community/pratt-stacks/2082336532_zpid/,"$459,900+",New construction,2 bds,3 ba,"1,995 sqft",,Townhouse,2019,No Data,No Data,1 space,No Data,$231,"$2,258",,,,
"655 Mead St SE UNIT 26, Atlanta, GA 30312",https://www.zillow.com/homedetails/655-Mead-St-SE-UNIT-26-Atlanta-GA-30312/71753357_zpid/,"$349,999",Townhouse for sale,3 bds,3 ba,"1,840 sqft",,Townhouse,2005,Forced air,Central,2 spaces,910 sqft,$190,"$1,958",$312/mo,$122/mo,$239/mo,Not included
"478 Hamilton St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/478-Hamilton-St-SE-Atlanta-GA-30316/69365676_zpid/,"$799,000",House for sale,4 bds,4 ba,"3,232 sqft",,Single Family,2005,Forced air,Central,4 spaces,"3,920 sqft",$247,"$4,176",$712/mo,$280/mo,$141/mo,Not included
"The Glenwood Plan, Madison Yards at Reynoldstown",https://www.zillow.com/community/madison-yards-at-reynoldstown/2082390360_zpid/,"$574,900+",New construction,2 bds,4 ba,"2,277 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$252,"$2,825",,,,
"The Glenwood Plan, Madison Yards at Reynoldstown",https://www.zillow.com/community/madison-yards-at-reynoldstown/2082390360_zpid/,"$574,900+",New construction,2 bds,4 ba,"2,277 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$252,"$2,825",,,,
"0 000 Larchwood Rd, Atlanta, GA 30310",https://www.zillow.com/homedetails/0-000-Larchwood-Rd-Atlanta-GA-30310/2082150481_zpid/,"$199,999",Lot / Land for sale,1.9 acres lot,,,None,,,,,,,,"$1,031",$178/mo,$70/mo,$0/mo,Not included
"1267 Graymont Dr SW, Atlanta, GA",https://www.zillow.com/homedetails/1267-Graymont-Dr-SW-Atlanta-GA-30310/35840724_zpid/,"$349,900",New construction,5 bds,4 ba,"2,400 sqft",,Single Family,1950,Forced air,Central,5 spaces,"7,501 sqft",$146,"$1,718",$312/mo,$122/mo,$0/mo,Not included
"89 Mangum St SW UNIT 309, Atlanta, GA 30313",https://www.zillow.com/homedetails/89-Mangum-St-SW-UNIT-309-Atlanta-GA-30313/71755107_zpid/,"$238,000",Condo for sale,2 bds,2 ba,"1,250 sqft",,Condo,2005,Forced air,Central,No Data,$284/month,$190,"$1,511",$212/mo,$83/mo,$284/mo,Not included
"201 Plan, United Lofts",https://www.zillow.com/community/united-lofts/2082180856_zpid/,"$199,900+",New construction,1 bd,1 ba,645 sqft,None,Condo,2019,Heat pump,Central,"Carport, Off street, On street",$195/month,$310,"$1,226",,,,
"Ashley Plan, Cascades",https://www.zillow.com/community/cascades/2084012314_zpid/,"$194,900+",New construction,2 bds,2.5 ba,"1,451 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$134,"$1,005",,,,
"953 Cummings St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/953-Cummings-St-SE-Atlanta-GA-30316/35839181_zpid/,"$399,900",House for sale,2 bds,2 ba,"1,535 sqft",,Single Family,1930,Forced air,Central,3 spaces,"4,299 sqft",$261,"$1,964",$357/mo,$140/mo,$0/mo,Not included
"1012 Westmoor Dr NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1012-Westmoor-Dr-NW-Atlanta-GA-30314/35834248_zpid/,"$115,000",House for sale,3 bds,1 ba,"1,148 sqft",,Single Family,1930,Forced air,Central,No Data,"5,662 sqft",$100,$613,$103/mo,$40/mo,$0/mo,Not included
"1540 Alder Ln SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/1540-Alder-Ln-SW-Atlanta-GA-30311/35853571_zpid/,"$129,000",House for sale,4 bds,2 ba,"1,296 sqft",,Single Family,1950,Forced air,Central,No Data,0.38 acres,$100,$665,$115/mo,$45/mo,$0/mo,Not included
"173 Albright Way # 13, Atlanta, GA",https://www.zillow.com/homedetails/173-Albright-Way-13-Atlanta-GA-30317/2082154548_zpid/,"$599,900",New construction,3 bds,4 ba,"2,413 sqft",,Single Family,2019,Forced air,Central,Attached Garage,No Data,$249,"$3,088",$555/mo,$210/mo,$120/mo,Not included
"1122 W Ave Sw, Atlanta, GA 30315",https://www.zillow.com/homedetails/1122-W-Ave-Sw-Atlanta-GA-30315/35888079_zpid/,"$80,000",House for sale,3 bds,1 ba,"1,424 sqft",,Single Family,1925,Forced air,Central,No Data,"4,255 sqft",$56,$426,$71/mo,$28/mo,$0/mo,Not included
"173 Albright Way, Atlanta, GA",https://www.zillow.com/homedetails/173-Albright-Way-Atlanta-GA-30317/2082155035_zpid/,"$599,900",New construction,3 bds,4 ba,"2,412 sqft",,Single Family,2018,No Data,No Data,No Data,No Data,$249,"$3,088",$555/mo,$210/mo,$120/mo,Not included
"170 Boulevard SE APT H220, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-APT-H220-Atlanta-GA-30312/2091262365_zpid/,"$329,000",Condo for sale,1 bd,1 ba,994 sqft,,Condo,2006,Forced air,Central,1 space,$257/month,$331,"$1,873",$293/mo,$115/mo,$257/mo,Not included
"300 W Peachtree St # 7-L, Atlanta, GA 30308",https://www.zillow.com/homedetails/300-W-Peachtree-St-7-L-Atlanta-GA-30308/35889035_zpid/,"$210,000",Condo for sale,1 bd,1 ba,609 sqft,,Condo,1962,Forced air,Central,No Data,$499/month,$345,"$1,582",$187/mo,$74/mo,$499/mo,Not included
"A202 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2087593731_zpid/,"$359,900+",New construction,1 bd,1 ba,739 sqft,,Condo,2019,No Data,No Data,2 spaces,No Data,$487,"$1,767",,,,
"The Abernathy Plan, Pratt Stacks",https://www.zillow.com/community/pratt-stacks/2082336536_zpid/,"$389,900+",New construction,2 bds,2 ba,"1,493 sqft",,Townhouse,2019,No Data,No Data,1 space,No Data,$261,"$1,915",,,,
"0 SW Campbellton Rd, Atlanta, GA 27000",https://www.zillow.com/homedetails/0-SW-Campbellton-Rd-Atlanta-GA-27000/2082159220_zpid/,"$125,000",House for sale,Studio,-- ba,-- sqft,,Single Family,1986,No Data,Other,No Data,0.49 acres,No Data,$666,$111/mo,$44/mo,$0/mo,Not included
"211 Racine St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/211-Racine-St-SW-Atlanta-GA-30314/35846461_zpid/,"$135,000",House for sale,3 bds,2 ba,"1,659 sqft",,Single Family,1925,Other,Central,3 spaces,"9,840 sqft",$81,$696,$120/mo,$47/mo,$0/mo,Not included
"56 Vinson Dr SE, Atlanta, GA 30317",https://www.zillow.com/homedetails/56-Vinson-Dr-SE-Atlanta-GA-30317/14467414_zpid/,"$249,000",House for sale,2 bds,1 ba,896 sqft,,Single Family,1947,Forced air,None,Detached Garage,"7,200 sqft",$278,"$1,292",$230/mo,$87/mo,$0/mo,Not included
"56 Mortimer St SE # NA, Atlanta, GA 30317",https://www.zillow.com/homedetails/56-Mortimer-St-SE-NA-Atlanta-GA-30317/2082163286_zpid/,"$324,900",House for sale,2 bds,1 ba,"1,002 sqft",,Single Family,1925,Forced air,Central,1 space,"8,712 sqft",$324,"$1,606",$301/mo,$114/mo,$0/mo,Not included
"237 Joseph E Lowery Blvd NW, Atlanta, GA 30314",https://www.zillow.com/homedetails/237-Joseph-E-Lowery-Blvd-NW-Atlanta-GA-30314/35831973_zpid/,"$106,000",Lot / Land for sale,"7,501 sqft lot",,,None,,,,,,,,$565,$95/mo,$37/mo,$0/mo,Not included
"The Jefferson Plan, Monticello Park",https://www.zillow.com/community/monticello-park/2085662757_zpid/,"$200,000+",New construction,3 bds,2.5 ba,"1,891 sqft",None,Townhouse,2019,No Data,No Data,2 spaces,No Data,$106,"$1,031",,,,
"The Reynolds Plan, Madison Yards at Reynoldstown",https://www.zillow.com/community/madison-yards-at-reynoldstown/2082390354_zpid/,"$699,900+",New construction,3 bds,5 ba,"2,907 sqft",,Townhouse,2019,No Data,No Data,No Data,No Data,$241,"$3,534",,,,
"1213 Allene Ave SW APT 110, Atlanta, GA 30310",https://www.zillow.com/homedetails/1213-Allene-Ave-SW-APT-110-Atlanta-GA-30310/2082164781_zpid/,"$295,000",Condo for sale,2 bds,2 ba,"1,351 sqft",,Condo,2005,Forced air,Central,No Data,No Data,$218,"$1,449",$263/mo,$103/mo,$0/mo,Not included
"607 Pickett St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/607-Pickett-St-SE-Atlanta-GA-30316/35862582_zpid/,"$419,000",House for sale,3 bds,1 ba,"1,144 sqft",,Single Family,1989,Forced air,Central,2 spaces,"3,920 sqft",$366,"$2,057",$374/mo,$147/mo,$0/mo,Not included
"1290 Graymont Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1290-Graymont-Dr-SW-Atlanta-GA-30310/35840787_zpid/,"$130,000",House for sale,3 bds,2 ba,"1,050 sqft",None,Single Family,1950,Forced air,Central,2 spaces,"5,998 sqft",$124,$670,$116/mo,$46/mo,$0/mo,Not included
"75 Weatherby St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/75-Weatherby-St-SE-Atlanta-GA-30316/35839077_zpid/,"$315,000",House for sale,2 bds,1 ba,756 sqft,,Single Family,1955,Other,Central,No Data,"4,573 sqft",$417,"$1,547",$281/mo,$110/mo,$0/mo,Not included
"Richmond Plan, The Swift",https://www.zillow.com/community/swift/2092491240_zpid/,"$443,000+",New construction,3 bds,4 ba,"2,071 sqft",None,Townhouse,2019,No Data,No Data,1 space,No Data,$214,"$2,175",,,,
"1661 La France St NE UNIT 401, Atlanta, GA 30307",https://www.zillow.com/homedetails/1661-La-France-St-NE-UNIT-401-Atlanta-GA-30307/70831683_zpid/,"$345,000",Condo for sale,2 bds,2 ba,"1,368 sqft",,Condo,2004,Forced air,Central,2 spaces,$312/month,$252,"$2,018",$319/mo,$121/mo,$312/mo,Not included
"1706 Browning St SW, Atlanta, GA",https://www.zillow.com/homedetails/1706-Browning-St-SW-Atlanta-GA-30314/35846423_zpid/,"$365,000",New construction,3 bds,3 ba,"1,700 sqft",,Single Family,2019,Forced air,Central,3 spaces,"7,492 sqft",$215,"$1,792",$325/mo,$128/mo,$0/mo,Not included
"D206 Plan, Airline 04W Condominiums",https://www.zillow.com/community/airline-04w-condominiums/2087593732_zpid/,"$564,900+",New construction,2 bds,2 ba,"1,172 sqft",,Condo,2019,No Data,No Data,2 spaces,No Data,$482,"$2,774",,,,
"188 Hemphill School Rd NW, Atlanta, GA 30331",https://www.zillow.com/homedetails/188-Hemphill-School-Rd-NW-Atlanta-GA-30331/35872484_zpid/,"$143,500",House for sale,2 bds,2 ba,950 sqft,,Single Family,1963,Forced air,Central,1 space,"7,840 sqft",$151,$740,$128/mo,$50/mo,$0/mo,Not included
"Niskey Plan, Cascades",https://www.zillow.com/community/cascades/2083205647_zpid/,"$230,900+",New construction,3 bds,3 ba,"1,966 sqft",,Single Family,2019,No Data,No Data,2 spaces,No Data,$117,"$1,190",,,,
"141 Wellington St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/141-Wellington-St-SW-Atlanta-GA-30314/35846514_zpid/,"$149,900",House for sale,3 bds,1 ba,"1,190 sqft",,Single Family,1920,Other,Central,No Data,"7,501 sqft",$126,$773,$134/mo,$52/mo,$0/mo,Not included
"677 Ira St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/677-Ira-St-SW-Atlanta-GA-30310/35890172_zpid/,"$75,000",Lot / Land for sale,"3,179 sqft lot",,,None,,,,,,,,$400,$67/mo,$26/mo,$0/mo,Not included
"Oak St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/Oak-St-SW-Atlanta-GA-30310/2117087866_zpid/,"$105,000",Condo for sale,1 bd,1 ba,679 sqft,,Condo,2006,No Data,No Data,2 spaces,$253/month,$155,$812,$94/mo,$37/mo,$253/mo,Not included
"425 Chapel St SW APT 1105, Atlanta, GA 30313",https://www.zillow.com/homedetails/425-Chapel-St-SW-APT-1105-Atlanta-GA-30313/82614189_zpid/,"$167,000",Condo for sale,1 bd,1 ba,860 sqft,,Condo,2006,Forced air,Central,No Data,$267/month,$194,"$1,128",$149/mo,$58/mo,$267/mo,Not included
"425 Chapel St SW APT 1101, Atlanta, GA 30313",https://www.zillow.com/homedetails/425-Chapel-St-SW-APT-1101-Atlanta-GA-30313/82625863_zpid/,"$175,000",Condo for sale,1 bd,1 ba,860 sqft,,Condo,2006,Forced air,Central,No Data,$267/month,$203,"$1,169",$156/mo,$61/mo,$267/mo,Not included
"2250 Melody Ln, Decatur, GA 30032",https://www.zillow.com/homedetails/2250-Melody-Ln-Decatur-GA-30032/14448195_zpid/,"$272,900",House for sale,3 bds,2 ba,"1,395 sqft",,Single Family,1954,Forced air,Central,4 spaces,"8,712 sqft",$196,"$1,349",$252/mo,$96/mo,$0/mo,Not included
"2198 Jay Pl SE, Atlanta, GA 30315",https://www.zillow.com/homedetails/2198-Jay-Pl-SE-Atlanta-GA-30315/35883935_zpid/,"$80,000",House for sale,3 bds,1 ba,"1,025 sqft",None,Single Family,1960,Other,Other,No Data,"7,971 sqft",$78,$426,$71/mo,$28/mo,$0/mo,Not included
"244 Peters St SW UNIT 16, Atlanta, GA 30313",https://www.zillow.com/homedetails/244-Peters-St-SW-UNIT-16-Atlanta-GA-30313/69372092_zpid/,"$190,000",Condo for sale,1 bd,1 ba,797 sqft,,Condo,1950,Forced air,Central,1 space,$185/month,$238,"$1,165",$169/mo,$67/mo,$185/mo,Not included
"923 Estes Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/923-Estes-Dr-SW-Atlanta-GA-30310/35837331_zpid/,"$115,000",House for sale,3 bds,1 ba,"1,298 sqft",,Single Family,1940,Forced air,Central,No Data,"3,092 sqft",$89,$613,$103/mo,$40/mo,$0/mo,Not included
"1290 Westboro Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1290-Westboro-Dr-SW-Atlanta-GA-30310/35842409_zpid/,"$199,900",House for sale,2 bds,2 ba,"1,000 sqft",,Single Family,1950,Forced air,Central,3 spaces,"7,200 sqft",$200,"$1,031",$178/mo,$70/mo,$0/mo,Not included
"1312 Axis Cir NE # 2, Atlanta, GA 30307",https://www.zillow.com/homedetails/1312-Axis-Cir-NE-2-Atlanta-GA-30307/2082176627_zpid/,"$579,900",Townhouse for sale,3 bds,4 ba,"2,310 sqft",,Townhouse,2016,Forced air,Central,Attached Garage,No Data,$251,"$2,869",$536/mo,$203/mo,$0/mo,Not included
"1445 Meridian St SE, Atlanta, GA",https://www.zillow.com/homedetails/1445-Meridian-St-SE-Atlanta-GA-30317/2082176926_zpid/,"$699,900",New construction,4 bds,4 ba,"3,714 sqft",,Single Family,2019,Forced air,Central,Attached Garage,"7,492 sqft",$188,"$3,558",$647/mo,$245/mo,$0/mo,Not included
"1611 Belmont Ave SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1611-Belmont-Ave-SW-Atlanta-GA-30310/35829979_zpid/,"$249,000",House for sale,3 bds,2 ba,"1,516 sqft",,Single Family,1950,Forced air,Central,1 space,"9,230 sqft",$164,"$1,284",$222/mo,$87/mo,$0/mo,Not included
"The Thomas Plan, Monticello Park",https://www.zillow.com/community/monticello-park/2086762790_zpid/,"$200,000+",New construction,3 bds,2.5 ba,"1,891 sqft",None,Townhouse,2019,No Data,No Data,2 spaces,No Data,$106,"$1,031",,,,
"664 Clover St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/664-Clover-St-SW-Atlanta-GA-30310/35854804_zpid/,"$194,900",Foreclosure,3 bds,3 ba,850 sqft,,Single Family,1955,Forced air,Central,No Data,"5,850 sqft",$229,"$1,005",$174/mo,$68/mo,$0/mo,Not included
"101 Plan, United Lofts",https://www.zillow.com/community/united-lofts/2082180853_zpid/,"$219,900+",New construction,1 bd,1 ba,731 sqft,,Condo,2019,Heat pump,Central,"Carport, Off street, On street",$195/month,$301,"$1,329",,,,
"869 Ira St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/869-Ira-St-SW-Atlanta-GA-30310/69346666_zpid/,"$135,000",House for sale,3 bds,3 ba,"1,512 sqft",,Single Family,2005,Forced air,Other,No Data,"4,791 sqft",$89,$696,$120/mo,$47/mo,$0/mo,Not included
"Jackson Plan, The Swift",https://www.zillow.com/community/swift/2092491243_zpid/,"$410,000+",New construction,3 bds,4 ba,"1,789 sqft",None,Townhouse,2019,No Data,No Data,1 space,No Data,$229,"$2,013",,,,
"1078 Park Row North SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/1078-Park-Row-North-SE-Atlanta-GA-30312/69381080_zpid/,"$235,000",Townhouse for sale,1 bd,2 ba,"1,022 sqft",,Townhouse,2004,Forced air,Central,Attached Garage,"1,742 sqft",$230,"$1,400",$210/mo,$82/mo,$188/mo,Not included
"1004 Wylie St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1004-Wylie-St-SE-Atlanta-GA-30316/171406934_zpid/,"$629,900",Apartment for sale,4 bds,4 ba,"2,210 sqft",,Multi Family,1915,Forced air,Central,Off street,$285,,"$3,181",$562/mo,$220/mo,$0/mo,Not included
"1175 Gilbert St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/1175-Gilbert-St-SE-Atlanta-GA-30316/35828933_zpid/,"$365,000",House for sale,3 bds,2 ba,"1,218 sqft",,Single Family,1920,Forced air,Central,3 spaces,"9,583 sqft",$300,"$1,792",$325/mo,$128/mo,$0/mo,Not included
"1092 Hobson St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1092-Hobson-St-SW-Atlanta-GA-30310/35890884_zpid/,"$224,900",House for sale,3 bds,2 ba,"1,044 sqft",,Single Family,1930,Forced air,Central,4 spaces,"5,924 sqft",$215,"$1,160",$201/mo,$79/mo,$0/mo,Not included
"920 Memorial Dr SE UNIT 33, Atlanta, GA 30316",https://www.zillow.com/homedetails/920-Memorial-Dr-SE-UNIT-33-Atlanta-GA-30316/2082184014_zpid/,"$429,900",Townhouse for sale,2 bds,2 ba,-- sqft,,Townhouse,2005,Forced air,Central,2 spaces,871 sqft,No Data,"$2,111",$383/mo,$150/mo,$0/mo,Not included
"791 Wylie St SE APT 502, Atlanta, GA 30316",https://www.zillow.com/homedetails/791-Wylie-St-SE-APT-502-Atlanta-GA-30316/2129735238_zpid/,"$389,000",Condo for sale,2 bds,2 ba,"1,002 sqft",,Condo,2003,Forced air,Central,Detached Garage,$333/month,$388,"$2,243",$347/mo,$136/mo,$333/mo,Not included
"1875 Flat Shoals Rd SE, Atlanta, GA",https://www.zillow.com/homedetails/1875-Flat-Shoals-Rd-SE-Atlanta-GA-30316/14447046_zpid/,"$475,000",New construction,3 bds,4 ba,"1,744 sqft",,Single Family,2019,Forced air,None,No Data,"8,712 sqft",$272,"$2,348",$439/mo,$166/mo,$0/mo,Not included
"100 Suttles Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/100-Suttles-Dr-SW-Atlanta-GA-30331/69374154_zpid/,"$189,000",Townhouse for sale,3 bds,3 ba,"1,904 sqft",,Townhouse,2004,Forced air,Central,No Data,"1,319 sqft",$99,"$1,224",$169/mo,$66/mo,$250/mo,Not included
"The Brookhaven Plan, Pratt Stacks",https://www.zillow.com/community/pratt-stacks/2082336534_zpid/,"$489,900+",New construction,3 bds,3 ba,"2,236 sqft",,Townhouse,2019,No Data,No Data,1 space,No Data,$219,"$2,406",,,,
"2575 Browns Mill Rd SE, Atlanta, GA 30354",https://www.zillow.com/homedetails/2575-Browns-Mill-Rd-SE-Atlanta-GA-30354/35884673_zpid/,"$285,000",House for sale,3 bds,2 ba,629 sqft,,Single Family,1930,Other,Central,1 space,1.01 acres,$453,"$1,399",$254/mo,$100/mo,$0/mo,Not included
"250 Park Avenue West NW UNIT 606, Atlanta, GA 30313",https://www.zillow.com/homedetails/250-Park-Avenue-West-NW-UNIT-606-Atlanta-GA-30313/65462616_zpid/,"$465,000",For sale by owner,2 bds,2 ba,"1,678 sqft",,Condo,2002,Forced air,Central,2 spaces,$685/month,$277,"$2,968",$415/mo,$163/mo,$685/mo,Not included
"Carver Plan, Cascades",https://www.zillow.com/community/cascades/2084012309_zpid/,"$194,900+",New construction,2 bds,2.5 ba,"1,451 sqft",,Townhouse,2019,No Data,No Data,2 spaces,No Data,$134,"$1,005",,,,
