Title,Title_link,list-card-price,list-card-type,Bedrooms,Bathrooms,list-card-details,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Price / sqft,Sunscore,Monthly cost,Mortage insurance,Principal & interest,Property taxes,Home insurance,HOA fee,Utilities
"170 Boulevard SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/170-Boulevard-SE-Atlanta-GA-30312/88811609_zpid/,"$535,000",Condo for sale,2 bds,2 ba,"1,855 sqft","$523,380",Condo,2007,Forced air,Central,1 space,$508/month,$288,"{""targetDiv"":""gpt-ad-69578d6d-dd91-445a-b932-32b797f3975c"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""170 Boulevard SE"",""bd"":""2"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""cnd"",""pid"":""88811609"",""lot"":""1"",""zestibuck"":""500-599k"",""listtp"":""buy_agent"",""zguidh"":""3335751008863127864"",""sqftrange"":""1500-1999"",""price"":""535000"",""sqft"":""1855"",""posting_url"":"""",""mlong"":""-84.368792"",""state"":""GA"",""park"":""yes"",""prange"":""500-599k"",""zip"":""30312"",""mlat"":""33.751109"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISf8bu1isq92zw0000000000.jpg"",""zusr"":""true"",""price_band"":""z500"",""hood"":""Cabbagetown"",""yrblt"":""2000-2009"",""zestimate"":""523380"",""premieragent"":""no""}}","$3,137",$0/mo,"$1,964/mo",$477/mo,$187/mo,$508/mo,Not included
"4091 Peachtree Dunwoody Rd NE, Atlanta, GA 30342",https://www.zillow.com/homedetails/4091-Peachtree-Dunwoody-Rd-NE-Atlanta-GA-30342/35900342_zpid/,"$699,000",House for sale,3 bds,3 ba,"2,402 sqft",,Single Family,1949,Forced air,Central,2 spaces,0.57 acres,$291,Candidate for a community solar programSun Number™: 20.21,"$3,598",$0/mo,"$2,730/mo",$623/mo,$245/mo,$0/mo,Not included
"(undisclosed Address), Atlanta, GA 30313",https://www.zillow.com/homedetails/(undisclosed-Address)-Atlanta-GA-30313/2082082554_zpid/,"$255,000",Condo for sale,1 bd,1 ba,"1,200 sqft","$200,533",Condo,2019,No Data,No Data,1 space,$310/month,$212,,"$1,563",$0/mo,$936/mo,$227/mo,$89/mo,$310/mo,Not included
"6438 Stonelake Pl SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/6438-Stonelake-Pl-SW-Atlanta-GA-30331/71756549_zpid/,"$205,000",House for sale,3 bds,2 ba,"1,867 sqft","$201,111",Single Family,2005,Forced air,Central,2 spaces,"10,410 sqft",$110,Great solar potentialSun Number™: 90.63,"$1,081",$0/mo,$789/mo,$183/mo,$72/mo,$37/mo,Not included
"3828 Stephanie Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3828-Stephanie-Dr-SW-Atlanta-GA-30331/35876693_zpid/,"$199,900",House for sale,4 bds,3 ba,"2,200 sqft","$196,040",Single Family,2019,Forced air,Central,4 spaces,0.29 acres,$91,Great solar potentialSun Number™: 90.63,"$1,018",$0/mo,$769/mo,$178/mo,$70/mo,$0/mo,Not included
"685 W Conway Dr NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/685-W-Conway-Dr-NW-Atlanta-GA-30327/35911774_zpid/,"$2,995,000",House for sale,6 bds,8 ba,"7,224 sqft","$2,877,688",Single Family,1998,Forced air,Central,3 spaces,2.08 acres,$415,Great solar potentialSun Number™: 90.61,"$15,415",$0/mo,"$11,696/mo","$2,671/mo","$1,048/mo",$0/mo,Not included
"860 Peachtree St NE UNIT 2111, Atlanta, GA 30308",https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-2111-Atlanta-GA-30308/2082104658_zpid/,"$279,900",Condo for sale,1 bd,1 ba,745 sqft,"$273,476",Condo,2005,No Data,No Data,1 space,$356/month,$376,,"$1,731",$0/mo,"$1,028/mo",$250/mo,$98/mo,$356/mo,Not included
"1122 W Ave Sw, Atlanta, GA 30315",https://www.zillow.com/homedetails/1122-W-Ave-Sw-Atlanta-GA-30315/35888079_zpid/,"$80,000",House for sale,3 bds,1 ba,"1,424 sqft","$77,610",Single Family,1925,Forced air,Central,No Data,"4,255 sqft",$56,,$428,$0/mo,$329/mo,$71/mo,$28/mo,$0/mo,Not included
"4032 Powers Ferry Rd NW, Atlanta, GA",https://www.zillow.com/homedetails/4032-Powers-Ferry-Rd-NW-Atlanta-GA-30342/35902658_zpid/,"$2,190,000",New construction,5 bds,6 ba,"3,375 sqft","$2,105,473",Single Family,2019,Forced air,Central,2 spaces,0.44 acres,$649,"{""targetDiv"":""gpt-ad-297c65ea-5ea1-40e5-a2a7-8ee848b8e2cf"",""slot"":""zillow/property_details/buy_new_home/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""4032 Powers Ferry Rd NW"",""bd"":""5"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35902658"",""lot"":""3"",""zestibuck"":""2-2_499m"",""listtp"":""buy_new_home"",""zguidh"":""-1915307874110444838"",""sqftrange"":""3000-3499"",""price"":""2190000"",""sqft"":""3375"",""posting_url"":""http://www.muffleyhomes.com"",""mlong"":""-84.392134"",""state"":""GA"",""park"":""yes"",""prange"":""2-2_499m"",""zip"":""30342"",""mlat"":""33.865063"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS37uiojhros3o0000000000.jpg"",""zusr"":""true"",""price_band"":""z2m"",""hood"":""Chastain_Park"",""yrblt"":""2010-2019"",""zestimate"":""2105473"",""premieragent"":""no""}}","$11,272",$0/mo,"$8,552/mo","$1,953/mo",$767/mo,$0/mo,Not included
"890 Memorial Dr SE UNIT 107, Atlanta, GA 30316",https://www.zillow.com/homedetails/890-Memorial-Dr-SE-UNIT-107-Atlanta-GA-30316/121352510_zpid/,"$380,000",House for sale,2 bds,2 ba,"1,338 sqft","$373,666",Single Family,2008,Forced air,Central,1 space,"1,350 sqft",$284,,"$2,167",$0/mo,"$1,395/mo",$339/mo,$133/mo,$300/mo,Not included
"440 Gartrell St SE, Atlanta, GA 30312",https://www.zillow.com/homedetails/440-Gartrell-St-SE-Atlanta-GA-30312/69345272_zpid/,"$499,000",House for sale,3 bds,3 ba,"1,920 sqft","$487,474",Single Family,2007,"Forced air, Heat pump",Central,3 spaces,"2,003 sqft",$260,Great solar potentialSun Number™: 86.63,"$2,452",$0/mo,"$1,832/mo",$445/mo,$175/mo,$0/mo,Not included
"315 Josephine St NE, Atlanta, GA",https://www.zillow.com/homedetails/315-Josephine-St-NE-Atlanta-GA-30307/61918650_zpid/,"$799,000",New construction,4 bds,3 ba,"2,800 sqft","$774,210",Single Family,2019,Forced air,Central,2 spaces,"4,356 sqft",$285,Great solar potentialSun Number™: 85.83,"$4,139",$0/mo,"$3,120/mo",$739/mo,$280/mo,$0/mo,Not included
"1731 Wildwood Rd NE, Atlanta, GA",https://www.zillow.com/homedetails/1731-Wildwood-Rd-NE-Atlanta-GA-30306/35925482_zpid/,"$2,585,000",New construction,6 bds,7 ba,"5,800 sqft",,Single Family,2019,Forced air,Central,No Data,0.47 acres,$446,Candidate for a community solar programSun Number™: 20.21,"$13,304",$0/mo,"$10,095/mo","$2,305/mo",$905/mo,$0/mo,Not included
"215 Stovall St SE, Atlanta, GA 30316",https://www.zillow.com/homedetails/215-Stovall-St-SE-Atlanta-GA-30316/35839208_zpid/,"$539,900",House for sale,3 bds,3 ba,"1,550 sqft","$524,609",Single Family,1925,Forced air,Central,Off street,"8,886 sqft",$348,Limited solar potentialSun Number™: 40.23,"$2,653",$0/mo,"$1,982/mo",$481/mo,$189/mo,$0/mo,Not included
"309 Peachtree Battle Ave NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/309-Peachtree-Battle-Ave-NW-Atlanta-GA-30305/35908012_zpid/,"$1,895,000",House for sale,4 bds,4 ba,"3,568 sqft","$1,775,032",Single Family,1930,"Forced air, Other","Central, Other",1 space,0.57 acres,$531,Great solar potentialSun Number™: 92.21,"$9,753",$0/mo,"$7,400/mo","$1,690/mo",$663/mo,$0/mo,Not included
"525 Overbrook Dr NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/525-Overbrook-Dr-NW-Atlanta-GA-30318/35908232_zpid/,"$560,000",House for sale,3 bds,2 ba,-- sqft,,Single Family,1946,Forced air,Central,No Data,"8,999 sqft",No Data,Limited solar potentialSun Number™: 56.21,"$2,751",$0/mo,"$2,056/mo",$499/mo,$196/mo,$0/mo,Not included
"2796 Ridgemore Rd NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/2796-Ridgemore-Rd-NW-Atlanta-GA-30318/35920349_zpid/,"$550,000",House for sale,3 bds,2 ba,"2,046 sqft","$526,842",Single Family,1954,Forced air,Central,Detached Garage,0.69 acres,$269,Candidate for a community solar programSun Number™: 20.21,"$2,702",$0/mo,"$2,019/mo",$490/mo,$193/mo,$0/mo,Not included
"697 Ralph Mcgill Blvd NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/697-Ralph-Mcgill-Blvd-NE-Atlanta-GA-30312/35857838_zpid/,"$560,000",House for sale,2 bds,2 ba,"1,218 sqft","$548,519",Single Family,1935,Forced air,Central,No Data,"6,272 sqft",$460,Limited solar potentialSun Number™: 45.03,"$2,751",$0/mo,"$2,056/mo",$499/mo,$196/mo,$0/mo,Not included
"1386 Wayne Ave NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/1386-Wayne-Ave-NE-Atlanta-GA-30306/35930317_zpid/,"$615,000",House for sale,4 bds,2 ba,"1,026 sqft","$597,958",Single Family,1930,Forced air,Central,No Data,0.33 acres,$599,Candidate for a community solar programSun Number™: 20.23,"$3,165",$0/mo,"$2,402/mo",$548/mo,$215/mo,$0/mo,Not included
"837 Oak St NW, Atlanta, GA 30318",https://www.zillow.com/homedetails/837-Oak-St-NW-Atlanta-GA-30318/35856854_zpid/,"$80,000",For sale by owner,2 bds,1 ba,1 sqft,,Single Family,1940,Heat pump,Central,No Data,"5,662 sqft","$80,000",Good solar potentialSun Number™: 66.62,$428,$0/mo,$329/mo,$71/mo,$28/mo,$0/mo,Not included
"2645 Howell Mill Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/2645-Howell-Mill-Rd-NW-Atlanta-GA-30327/35910895_zpid/,"$5,250,000",House for sale,6 bds,10 ba,"7,600 sqft",,Single Family,1938,Forced air,Central,Attached Garage,3.89 acres,$691,Good solar potentialSun Number™: 64.21,"$27,021",$0/mo,"$20,502/mo","$4,681/mo","$1,838/mo",$0/mo,Not included
"3611 E Paces Way NE, Atlanta, GA 30326",https://www.zillow.com/homedetails/3611-E-Paces-Way-NE-Atlanta-GA-30326/88810437_zpid/,"$850,000",House for sale,3 bds,4 ba,"3,373 sqft",,Single Family,2007,Forced air,Central,Attached Garage,"1,306 sqft",$252,Great solar potentialSun Number™: 85.01,"$4,375",$0/mo,"$3,319/mo",$758/mo,$298/mo,$0/mo,Not included
"850 Forest Overlook Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/850-Forest-Overlook-Dr-SW-Atlanta-GA-30331/65450521_zpid/,"$439,000",House for sale,6 bds,4 ba,"4,305 sqft",,Single Family,1988,Gas,Central,No Data,0.5 acres,$102,Candidate for a community solar programSun Number™: 20.21,"$2,219",$0/mo,"$1,612/mo",$391/mo,$154/mo,$62/mo,Not included
"89 Mangum St SW UNIT 309, Atlanta, GA 30313",https://www.zillow.com/homedetails/89-Mangum-St-SW-UNIT-309-Atlanta-GA-30313/71755107_zpid/,"$238,000",Condo for sale,2 bds,2 ba,"1,250 sqft","$233,442",Condo,2005,Forced air,Central,No Data,$284/month,$190,"{""targetDiv"":""gpt-ad-86ca3a1c-913c-4ad4-a291-f730ca9801e8"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":""Unit 309"",""aamgnrc1"":""89 Mangum St SW"",""bd"":""2"",""fsbid"":""13803"",""city"":""Atlanta"",""proptp"":""cnd"",""pid"":""71755107"",""lot"":""1"",""zestibuck"":""200-249k"",""listtp"":""buy_agent"",""zguidh"":""3590852593757671274"",""sqftrange"":""1000-1499"",""price"":""238000"",""sqft"":""1250"",""posting_url"":"""",""mlong"":""-84.400215"",""state"":""GA"",""prange"":""200-249k"",""zip"":""30313"",""mlat"":""33.752085"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISbhnmxjjp5mvh0000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Castleberry_Hill"",""yrblt"":""2000-2009"",""zestimate"":""233442"",""premieragent"":""no""}}","$1,496",$0/mo,$916/mo,$212/mo,$83/mo,$284/mo,Not included
"2450 Macon Dr SW, Atlanta, GA 30315",https://www.zillow.com/homedetails/2450-Macon-Dr-SW-Atlanta-GA-30315/35886454_zpid/,"$85,000",For sale by owner,3 bds,2 ba,"1,319 sqft",,Single Family,1955,Forced air,Central,Off street,1 acre,$64,Candidate for a community solar programSun Number™: 37.82,$455,$0/mo,$349/mo,$76/mo,$30/mo,$0/mo,Not included
"215 Piedmont Ave NE APT 206, Atlanta, GA 30308",https://www.zillow.com/homedetails/215-Piedmont-Ave-NE-APT-206-Atlanta-GA-30308/2083043710_zpid/,"$199,900",Condo for sale,2 bds,2 ba,"1,256 sqft","$195,115",Condo,1963,Forced air,Central,No Data,No Data,$159,,"$1,018",$0/mo,$769/mo,$178/mo,$70/mo,$0/mo,Not included
"538 Bismark Rd NE # 48, Atlanta, GA 30324",https://www.zillow.com/homedetails/538-Bismark-Rd-NE-48-Atlanta-GA-30324/2093614722_zpid/,"$485,000",Townhouse for sale,3 bds,3 ba,"1,789 sqft","$469,897",Townhouse,2016,Forced air,Central,Attached Garage,No Data,$271,,"$2,568",$0/mo,"$1,781/mo",$432/mo,$170/mo,$185/mo,Not included
"3502 Redwine Pkwy SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/3502-Redwine-Pkwy-SW-Atlanta-GA-30331/98000614_zpid/,"$268,000",For sale by owner,4 bds,3 ba,"2,490 sqft","$246,726",Single Family,2008,Forced air,Central,2 spaces,0.3 acres,$108,Great solar potentialSun Number™: 92.23,"$1,367",$0/mo,$984/mo,$239/mo,$94/mo,$50/mo,Not included
"199 12th St NE UNIT 7, Atlanta, GA 30309",https://www.zillow.com/homedetails/199-12th-St-NE-UNIT-7-Atlanta-GA-30309/69382919_zpid/,"$555,000",Condo for sale,2 bds,2 ba,"1,653 sqft","$542,603",Condo,2003,"Forced air, Heat pump",Central,2 spaces,$278/month,$336,,"$3,005",$0/mo,"$2,038/mo",$495/mo,$194/mo,$278/mo,Not included
"88 W Paces Ferry Rd NW UNIT 1840, Atlanta, GA 30305",https://www.zillow.com/homedetails/88-W-Paces-Ferry-Rd-NW-UNIT-1840-Atlanta-GA-30305/2086685372_zpid/,"$5,700,000",Condo for sale,3 bds,4 ba,"4,675 sqft",,Condo,2010,Forced air,Central,8 spaces,"$1,925/month","$1,219",,"$31,262",$0/mo,"$22,259/mo","$5,083/mo","$1,995/mo","$1,925/mo",Not included
"1816 Evans Dr SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/1816-Evans-Dr-SW-Atlanta-GA-30310/35837562_zpid/,"$299,900",House for sale,4 bds,2 ba,"1,700 sqft","$293,946",Single Family,1960,Forced air,Central,No Data,0.35 acres,$176,"{""targetDiv"":""gpt-ad-981fc455-89b1-464a-8da9-d8b9d20724dd"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1816 Evans Dr SW"",""bd"":""4"",""fsbid"":""15050"",""city"":""Atlanta"",""proptp"":""sfh"",""pid"":""35837562"",""lot"":""3"",""zestibuck"":""250-299k"",""listtp"":""buy_agent"",""zguidh"":""-3580788512063892192"",""sqftrange"":""1500-1999"",""price"":""299900"",""sqft"":""1700"",""posting_url"":"""",""mlong"":""-84.422078"",""state"":""GA"",""prange"":""250-299k"",""zip"":""30310"",""mlat"":""33.704383"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7eqrnmvjrkpb1000000000.jpg"",""zusr"":""true"",""price_band"":""z200"",""hood"":""Sylvan_Hills"",""yrblt"":""1960-1969"",""zestimate"":""293946"",""premieragent"":""no""}}","$1,473",$0/mo,"$1,101/mo",$267/mo,$105/mo,$0/mo,Not included
"915 W Wesley Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/915-W-Wesley-Rd-NW-Atlanta-GA-30327/35914738_zpid/,"$2,650,000",House for sale,5 bds,7 ba,"9,500 sqft","$2,479,032",Single Family,2005,Forced air,Central,Attached Garage,0.81 acres,$279,Great solar potentialSun Number™: 92.21,"$13,639",$0/mo,"$10,349/mo","$2,363/mo",$928/mo,$0/mo,Not included
"923 Springdale Rd NE, Atlanta, GA 30306",https://www.zillow.com/homedetails/923-Springdale-Rd-NE-Atlanta-GA-30306/14479330_zpid/,"$2,599,000",House for sale,6 bds,6 ba,"5,012 sqft",,Single Family,1916,Forced air,Central,1 space,1.3 acres,$519,,"$13,463",$0/mo,"$10,149/mo","$2,404/mo",$910/mo,$0/mo,Not included
"3577 Parc Cir SW, Atlanta, GA 30311",https://www.zillow.com/homedetails/3577-Parc-Cir-SW-Atlanta-GA-30311/71752776_zpid/,"$149,900",Townhouse for sale,2 bds,3 ba,"2,614 sqft","$145,087",Townhouse,2005,Forced air,Central,2 spaces,"1,306 sqft",$57,Great solar potentialSun Number™: 77.02,$888,$0/mo,$577/mo,$134/mo,$52/mo,$125/mo,Not included
"6403 Celtic Dr SW, Atlanta, GA 30331",https://www.zillow.com/homedetails/6403-Celtic-Dr-SW-Atlanta-GA-30331/69373604_zpid/,"$218,500",House for sale,4 bds,3 ba,"2,337 sqft","$213,644",Single Family,2005,Forced air,Central,No Data,"10,018 sqft",$93,Great solar potentialSun Number™: 90.63,"$1,112",$0/mo,$841/mo,$195/mo,$76/mo,$0/mo,Not included
"1922 Wildwood Pl NE, Atlanta, GA 30324",https://www.zillow.com/homedetails/1922-Wildwood-Pl-NE-Atlanta-GA-30324/35929307_zpid/,"$1,749,000",House for sale,5 bds,6 ba,"6,335 sqft",,Single Family,2008,Forced air,Central,Attached Garage,0.34 acres,$276,Great solar potentialSun Number™: 91.41,"$9,002",$0/mo,"$6,830/mo","$1,560/mo",$612/mo,$0/mo,Not included
"749 Lawton St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/749-Lawton-St-SW-Atlanta-GA-30310/35835599_zpid/,"$435,000",House for sale,5 bds,3 ba,"2,506 sqft","$425,297",Single Family,1930,Other,Central,No Data,"7,492 sqft",$174,Good solar potentialSun Number™: 68.22,"$2,137",$0/mo,"$1,597/mo",$388/mo,$152/mo,$0/mo,Not included
"1401 Mims St SW, Atlanta, GA 30314",https://www.zillow.com/homedetails/1401-Mims-St-SW-Atlanta-GA-30314/35843915_zpid/,"$160,000",House for sale,3 bds,2 ba,"1,697 sqft","$156,924",Single Family,1940,Forced air,Central,Off street,"7,492 sqft",$94,Candidate for a community solar programSun Number™: 20.22,$814,$0/mo,$616/mo,$143/mo,$56/mo,$0/mo,Not included
"267 The Prado NE, Atlanta, GA 30350",https://www.zillow.com/homedetails/267-The-Prado-NE-Atlanta-GA-30350/35897681_zpid/,"$3,200,000",House for sale,5 bds,5 ba,"5,211 sqft","$3,034,271",Single Family,1926,Forced air,Other,"Off street, Detached Garage",0.32 acres,$614,Great solar potentialSun Number™: 84.23,"$16,470",$0/mo,"$12,496/mo","$2,853/mo","$1,120/mo",$0/mo,Not included
"115 Mcgill Park Ave NE, Atlanta, GA 30312",https://www.zillow.com/homedetails/115-Mcgill-Park-Ave-NE-Atlanta-GA-30312/35878933_zpid/,"$220,000",Condo for sale,1 bd,1 ba,"1,159 sqft","$218,385",Condo,1994,Forced air,Other,2 spaces,$315/month,$190,Great solar potentialSun Number™: 77.03,"$1,435",$0/mo,$847/mo,$196/mo,$77/mo,$315/mo,Not included
"916 Myrtle St NE APT 2, Atlanta, GA 30309",https://www.zillow.com/homedetails/916-Myrtle-St-NE-APT-2-Atlanta-GA-30309/65469164_zpid/,"$169,500",Condo for sale,1 bd,1 ba,520 sqft,"$167,753",Condo,1919,Forced air,Central,1 space,$210/month,$326,,"$1,073",$0/mo,$652/mo,$151/mo,$59/mo,$210/mo,Not included
"3660 Peachtree Rd NE, Atlanta, GA 30319",https://www.zillow.com/homedetails/3660-Peachtree-Rd-NE-Atlanta-GA-30319/35895224_zpid/,"$222,000",Condo for sale,2 bds,2 ba,"1,200 sqft","$217,945",Condo,1955,Forced air,Other,1 space,$335/month,$185,Great solar potentialSun Number™: 73.81,"$1,465",$0/mo,$854/mo,$198/mo,$78/mo,$335/mo,Not included
"2730 Wyngate Dr NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/2730-Wyngate-Dr-NW-Atlanta-GA-30305/35907641_zpid/,"$1,295,000",House for sale,4 bds,6 ba,"4,276 sqft",,Single Family,1965,Forced air,Central,No Data,1.06 acres,$303,Great solar potentialSun Number™: 71.41,"$6,665",$0/mo,"$5,057/mo","$1,155/mo",$453/mo,$0/mo,Not included
"Arbor Plan, Enclave at Chastain",https://www.zillow.com/community/enclave-at-chastain/2082390377_zpid/,"$1,024,900+",New construction,4 bds,5 ba,"3,572 sqft","$985,053",Single Family,2019,No Data,No Data,No Data,No Data,$287,,"$5,275",,,,,,
"29 Avery Dr NE, Atlanta, GA 30309",https://www.zillow.com/homedetails/29-Avery-Dr-NE-Atlanta-GA-30309/35932062_zpid/,"$999,000",House for sale,3 bds,3 ba,"2,376 sqft",,Single Family,1913,Forced air,Central,"Off street, On street","10,454 sqft",$420,Candidate for a community solar programSun Number™: 20.23,"$5,142",$0/mo,"$3,901/mo",$891/mo,$350/mo,$0/mo,Not included
"32 Peachtree St NW APT 1101, Atlanta, GA 30303",https://www.zillow.com/homedetails/32-Peachtree-St-NW-APT-1101-Atlanta-GA-30303/2082480008_zpid/,"$149,900",Condo for sale,1 bd,1 ba,591 sqft,"$145,955",Condo,1920,No Data,No Data,No Data,$363/month,$254,,"$1,126",$0/mo,$577/mo,$134/mo,$52/mo,$363/mo,Not included
"212 Berean Ave SE APT 6, Atlanta, GA 30316",https://www.zillow.com/homedetails/212-Berean-Ave-SE-APT-6-Atlanta-GA-30316/2082085005_zpid/,"$289,000",Condo for sale,2 bds,1 ba,879 sqft,,Condo,1964,Forced air,Central,1 space,$158/month,$329,,"$1,578",$0/mo,"$1,061/mo",$258/mo,$101/mo,$158/mo,Not included
"139 Whitefoord Ave NE, Atlanta, GA 30307",https://www.zillow.com/homedetails/139-Whitefoord-Ave-NE-Atlanta-GA-30307/89584579_zpid/,"$535,000",Townhouse for sale,3 bds,3 ba,"1,728 sqft","$502,991",Townhouse,2008,Forced air,Central,3 spaces,"4,356 sqft",$310,Great solar potentialSun Number™: 92.23,"$2,646",$0/mo,"$1,964/mo",$495/mo,$187/mo,$0/mo,Not included
"574 Holderness St SW, Atlanta, GA 30310",https://www.zillow.com/homedetails/574-Holderness-St-SW-Atlanta-GA-30310/35835316_zpid/,"$459,900",House for sale,4 bds,4 ba,"2,500 sqft","$451,504",Single Family,1915,Forced air,Central,No Data,"6,298 sqft",$184,Great solar potentialSun Number™: 92.22,"$2,260",$0/mo,"$1,688/mo",$410/mo,$161/mo,$0/mo,Not included
"1190 Regency Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1190-Regency-Rd-NW-Atlanta-GA-30327/35913983_zpid/,"$999,999",House for sale,4 bds,4 ba,"4,956 sqft","$941,888",Single Family,1978,Forced air,Central,16 spaces,1.11 acres,$202,Great solar potentialSun Number™: 73.81,"$5,147",$0/mo,"$3,905/mo",$892/mo,$350/mo,$0/mo,Not included
"1 Cherokee Rd NW, Atlanta, GA 30305",https://www.zillow.com/homedetails/1-Cherokee-Rd-NW-Atlanta-GA-30305/35901956_zpid/,"$4,999,999",House for sale,6 bds,7 ba,"6,742 sqft","$4,670,639",Single Family,1923,Other,Central,6 spaces,1.6 acres,$742,Great solar potentialSun Number™: 90.61,"$25,734",$0/mo,"$19,526/mo","$4,458/mo","$1,750/mo",$0/mo,Not included
"1986 W Paces Ferry Rd NW, Atlanta, GA 30327",https://www.zillow.com/homedetails/1986-W-Paces-Ferry-Rd-NW-Atlanta-GA-30327/35921988_zpid/,"$1,650,000",House for sale,5 bds,5 ba,"5,250 sqft","$1,560,874",Single Family,1970,Forced air,Central,5 spaces,2.5 acres,$314,Great solar potentialSun Number™: 85.01,"$8,492",$0/mo,"$6,443/mo","$1,471/mo",$578/mo,$0/mo,Not included
