Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"3521 Hillview Pl, Los Angeles, CA 90032","$700,000 ",4 bds,4 ba,"2,040 sqft","$700,329 ",Multi Family,1934,,None,4 spaces,$343 ,Great solar potentialSun Numberâ„¢:Â 87.36,"$3,245 ","$2,551/mo",$449/mo,$245/mo,$0/mo
"900 W Olympic Blvd UNIT 36C, Los Angeles, CA 90015","$1,299,000 ",1 bd,2 ba,"1,340 sqft","$1,290,260 ",Condo,2010,Forced air,Central,1 space,"$2,050/month",Great solar potentialSun Numberâ„¢:Â 91.87,"$8,159 ","$4,820/mo",$834/mo,$455/mo,"$2,050/mo"
"11813 Runnymede St APT 53, North Hollywood, CA 91605","$213,000 ",1 bd,1 ba,700 sqft,"$213,001 ",Condo,1970,Forced air,Central,1 space,$385/month,,"$1,393 ",$797/mo,$137/mo,$75/mo,$385/mo
"8601 Falmouth Ave APT 214, Los Angeles, CA 90293","$769,000 ",2 bds,2 ba,"1,140 sqft","$777,213 ",Condo,1983,Forced air,Central,2 spaces,$425/month,Great solar potentialSun Numberâ„¢:Â 74.45,"$3,990 ","$2,803/mo",$493/mo,$269/mo,$425/mo
"1650 Veteran Ave APT 107, Los Angeles, CA 90024","$799,000 ",1 bd,2 ba,"1,000 sqft","$804,965 ",Condo,1987,Forced air,Central,,$382/month,Great solar potentialSun Numberâ„¢:Â 86.55,"$4,086 ","$2,912/mo",$513/mo,$280/mo,$382/mo
"1149 N Westmoreland Ave, Los Angeles, CA 90029","$3,800,000 ",18 bds,15 ba,"9,254 sqft","$3,568,105 ",Multi Family,1958,Wall,Other,12 spaces,$411 ,Great solar potentialSun Numberâ„¢:Â 93.47,"$17,869 ","$14,101/mo","$2,438/mo","$1,330/mo",$0/mo
"10800 Wilshire Blvd APT 1004, Los Angeles, CA 90024","$4,495,000 ",3 bds,4 ba,"3,280 sqft","$4,402,902 ",Condo,2005,Forced air,Central,,"$3,758/month",Great solar potentialSun Numberâ„¢:Â 83.35,"$24,896 ","$16,680/mo","$2,884/mo","$1,573/mo","$3,758/mo"
"1715 S Kingsley Dr, Los Angeles, CA 90006","$800,000 ",4 bds,2 ba,"2,420 sqft","$792,640 ",Multi Family,1910,,None,2 spaces,$331 ,Great solar potentialSun Numberâ„¢:Â 87.09,"$3,709 ","$2,915/mo",$513/mo,$280/mo,$0/mo
"917 S New Hampshire Ave UNIT 208, Los Angeles, CA 90006","$615,000 ",2 bds,2 ba,"1,100 sqft","$616,452 ",Condo,2007,Forced air,Central,2 spaces,$325/month,Great solar potentialSun Numberâ„¢:Â 77.47,"$3,176 ","$2,241/mo",$395/mo,$215/mo,$325/mo
"10100 Empyrean Way APT 301, Los Angeles, CA 90067","$2,850,000 ",3 bds,4 ba,"2,649 sqft","$2,781,895 ",Condo,1979,Forced air,Central,2 spaces,"$2,405/month",Great solar potentialSun Numberâ„¢:Â 82.55,"$15,807 ","$10,576/mo","$1,829/mo",$998/mo,"$2,405/mo"
"320 S Ardmore Ave APT 221, Los Angeles, CA 90020","$289,000 ",1 bds,1 ba,381 sqft,"$292,169 ",Condo,1973,Wall,,,$193/month,Great solar potentialSun Numberâ„¢:Â 84.68,"$1,542 ","$1,063/mo",$185/mo,$101/mo,$193/mo
"1630 Greenfield Ave APT 203, Los Angeles, CA 90025","$1,019,000 ",2 bds,2 ba,"1,665 sqft","$1,036,847 ",Condo,1982,Forced air,None,,$530/month,Great solar potentialSun Numberâ„¢:Â 85.75,"$5,322 ","$3,781/mo",$654/mo,$357/mo,$530/mo
"828 N Hudson Ave APT 215, Los Angeles, CA 90038","$695,000 ",2 bds,2 ba,"1,332 sqft","$701,985 ",Condo,1989,Forced air,Central,2 spaces,$340/month,Great solar potentialSun Numberâ„¢:Â 84.98,"$3,562 ","$2,533/mo",$446/mo,$243/mo,$340/mo
"911 W 11th St, San Pedro, CA 90731","$1,250,000 ",3 bds,3 ba,"6,374 sqft","$1,227,219 ",Multi Family,1930,Wall,None,Attached Garage,$196 ,Great solar potentialSun Numberâ„¢:Â 93.37,"$5,878 ","$4,639/mo",$802/mo,$438/mo,$0/mo
"7356 Eton Ave, Canoga Park, CA 91303","$1,279,000 ",10 bds,5 ba,"3,986 sqft","$1,247,025 ",Multi Family,1965,Wall,Wall,7 spaces,$321 ,Great solar potentialSun Numberâ„¢:Â 84.95,"$6,014 ","$4,746/mo",$821/mo,$448/mo,$0/mo
"5232 Satsuma Ave # 110, North Hollywood, CA 91601","$559,000 ",2 bds,3 ba,"1,260 sqft","$559,075 ",Condo,2009,Forced air,Central,2 spaces,$366/month,Great solar potentialSun Numberâ„¢:Â 90.22,"$2,976 ","$2,056/mo",$359/mo,$196/mo,$366/mo
"3844 Walton Ave, Los Angeles, CA 90037","$625,000 ",1 bds,2 ba,"1,275 sqft",,Multi Family,1908,Gas,,3 spaces,$490 ,Great solar potentialSun Numberâ„¢:Â 93.47,"$2,898 ","$2,278/mo",$401/mo,$219/mo,$0/mo
"6250 Hollywood Blvd UNIT 7L, Los Angeles, CA 90028","$699,000 ",1 bd,1 ba,920 sqft,"$699,004 ",Condo,2009,Forced air,Central,1 space,"$1,377/month",Great solar potentialSun Numberâ„¢:Â 93.04,"$4,618 ","$2,547/mo",$449/mo,$245/mo,"$1,377/mo"
"4755 Templeton St APT 2103, Los Angeles, CA 90032","$429,888 ",3 bds,2 ba,"1,228 sqft","$433,057 ",Condo,1995,Other,Central,1 space,$560/month,Great solar potentialSun Numberâ„¢:Â 94.56,"$2,567 ","$1,581/mo",$276/mo,$150/mo,$560/mo
"23021 Del Valle St # 5, Woodland Hills, CA 91364","$459,000 ",2 bds,3 ba,"1,201 sqft","$459,131 ",Condo,1980,Forced air,Central,Attached Garage,$356/month,,"$2,499 ","$1,688/mo",$295/mo,$161/mo,$356/mo
"5370 Edna St, Los Angeles, CA 90032","$2,099,000 ",14 bds,10 ba,"6,856 sqft","$2,024,758 ",Multi Family,1964,,None,10 spaces,$306 ,Great solar potentialSun Numberâ„¢:Â 79.36,"$9,871 ","$7,789/mo","$1,347/mo",$735/mo,$0/mo
"18620 Hatteras St UNIT 203, Los Angeles, CA 91356","$279,950 ",2 bds,2 ba,910 sqft,"$280,072 ",Condo,1970,Other,Central,,"$1,237/month",Great solar potentialSun Numberâ„¢:Â 87.39,"$2,544 ","$1,029/mo",$180/mo,$98/mo,"$1,237/mo"
"889 Francisco St UNIT 808, Los Angeles, CA","$1,120,000 ",2 bds,2 ba,"1,365 sqft","$1,120,001 ",Condo,2019,Forced air,Central,1 space,"$1,324/month",,"$6,599 ",,,,
"1300 Midvale Ave APT 601, Los Angeles, CA 90024","$888,800 ",2 bds,2 ba,"1,038 sqft",,Apartment,1968,Forced air,"Central, Other",2 spaces,$856 ,Great solar potentialSun Numberâ„¢:Â 90.55,"$4,691 ","$3,241/mo",$570/mo,$311/mo,$569/mo
"5525 Canoga Ave APT 225, Woodland Hills, CA 91367","$485,000 ",3 bds,2 ba,"1,100 sqft","$485,083 ",Condo,1987,Forced air,Central,4 spaces,$417/month,Great solar potentialSun Numberâ„¢:Â 87.75,"$2,681 ","$1,783/mo",$311/mo,$170/mo,$417/mo
"6133 Whitsett Ave APT 1, Los Angeles, CA 91606","$399,000 ",5 bds,2 ba,"1,329 sqft","$401,574 ",Condo,1963,Forced air,Central,"Carport, Detached Garage",$260/month,Great solar potentialSun Numberâ„¢:Â 92.42,"$2,122 ","$1,467/mo",$256/mo,$140/mo,$260/mo
"3041 Edgehill Dr, Los Angeles, CA 90018","$1,199,000 ",5 bds,4 ba,"2,898 sqft","$1,198,742 ",Multi Family,1938,,None,4 spaces,$414 ,Great solar potentialSun Numberâ„¢:Â 88.69,"$5,648 ","$4,459/mo",$769/mo,$420/mo,$0/mo
"1155 S Grand Ave APT 1905, Los Angeles, CA 90015","$649,000 ",1 bd,1 ba,920 sqft,"$649,006 ",Condo,2008,Forced air,Central,1 space,$777/month,Great solar potentialSun Numberâ„¢:Â 87.87,"$3,787 ","$2,366/mo",$416/mo,$227/mo,$777/mo
"2811 Francis Ave APT 107, Los Angeles, CA 90005","$475,000 ",2 bds,2 ba,900 sqft,"$478,800 ",Condo,2006,Forced air,Central,,$265/month,Limited solar potentialSun Numberâ„¢:Â 56.67,"$2,482 ","$1,746/mo",$305/mo,$166/mo,$265/mo
"1421 1423 1425 1425 Half Ctland, Los Angeles, CA 90006","$848,000 ",4 bds,5 ba,"2,087 sqft",,Multi Family,1905,,,,$406 ,,"$3,933 ","$3,092/mo",$544/mo,$297/mo,$0/mo
"7127 Coldwater Canyon Ave APT 10, North Hollywood, CA 91605","$265,000 ",2 bds,1 ba,800 sqft,"$266,452 ",Condo,1962,Gas,Wall,1 space,$225/month,,"$1,462 ",$974/mo,$170/mo,$93/mo,$225/mo
"10430 Wilshire Blvd APT 1905, Los Angeles, CA 90024","$1,775,000 ",2 bds,3 ba,"2,118 sqft","$1,760,064 ",Condo,1982,Forced air,Central,Attached Garage,"$1,908/month",Great solar potentialSun Numberâ„¢:Â 83.35,"$10,269 ","$6,600/mo","$1,139/mo",$621/mo,"$1,908/mo"
"15 Copra Ln, Pacific Palisades, CA 90272","$599,000 ",2 bds,2 ba,"1,344 sqft","$599,005 ",Mobile / Manufactured,1985,Forced air,Central,2 spaces,$446 ,Great solar potentialSun Numberâ„¢:Â 91.27,"$2,778 ","$2,184/mo",$384/mo,$210/mo,$0/mo
"325 N Stanley Ave, Los Angeles, CA 90036","$2,600,000 ",8 bds,4 ba,"5,374 sqft","$2,554,690 ",Multi Family,1928,Forced air,Wall,8 spaces,$484 ,Great solar potentialSun Numberâ„¢:Â 75.39,"$12,247 ","$9,668/mo","$1,668/mo",$910/mo,$0/mo
"11801 Avon Way APT 5, Los Angeles, CA 90066","$888,500 ",3 bds,3 ba,"1,500 sqft","$895,608 ",Condo,2006,Forced air,Central,,$460/month,Great solar potentialSun Numberâ„¢:Â 93.17,"$4,581 ","$3,240/mo",$570/mo,$311/mo,$460/mo
"410 S Barrington Ave APT 305, Los Angeles, CA 90049","$1,649,000 ",3 bds,3 ba,"2,143 sqft","$1,639,006 ",Condo,1985,Forced air,Central,,$750/month,Great solar potentialSun Numberâ„¢:Â 84.23,"$8,517 ","$6,132/mo","$1,058/mo",$577/mo,$750/mo
"14074 Van Nuys Blvd APT 1, Arleta, CA 91331","$310,000 ",2 bds,2 ba,963 sqft,"$310,212 ",Condo,1980,Forced air,Central,,$295/month,Great solar potentialSun Numberâ„¢:Â 86.91,"$1,742 ","$1,140/mo",$199/mo,$109/mo,$295/mo
"16226 S Menlo Ave, Gardena, CA 90247","$745,000 ",7 bds,4 ba,"2,936 sqft","$745,001 ",Multi Family,1962,Forced air,Central,4 spaces,$254 ,Great solar potentialSun Numberâ„¢:Â 70.52,"$3,455 ","$2,716/mo",$478/mo,$261/mo,$0/mo
"11700 Iowa Ave APT 103, Los Angeles, CA 90025","$995,000 ",2 bds,3 ba,"1,984 sqft","$1,109,665 ",Condo,1981,Forced air,Central,4 spaces,$600/month,Great solar potentialSun Numberâ„¢:Â 91.35,"$5,287 ","$3,700/mo",$638/mo,$348/mo,$600/mo
"8801 Willis Ave # 16, Panorama City, CA 91402","$280,000 ",3 bds,2 ba,"1,103 sqft","$282,783 ",Condo,1978,Forced air,Central,2 spaces,$280/month,Great solar potentialSun Numberâ„¢:Â 93.97,"$1,587 ","$1,029/mo",$180/mo,$98/mo,$280/mo
"4080 Glencoe Ave UNIT 309, Marina Del Rey, CA 90292","$1,159,000 ",2 bds,2 ba,"1,340 sqft","$1,162,284 ",Condo,2011,Forced air,Central,,$473/month,Great solar potentialSun Numberâ„¢:Â 95.57,"$5,932 ","$4,310/mo",$744/mo,$406/mo,$473/mo
"4060 Glencoe Ave APT 407, Marina Del Rey, CA 90292","$809,000 ",2 bds,2 ba,"1,040 sqft","$818,845 ",Condo,2004,Forced air,Central,2 spaces,$422/month,Great solar potentialSun Numberâ„¢:Â 88.37,"$4,174 ","$2,950/mo",$519/mo,$283/mo,$422/mo
"1634 Malcolm Ave APT 4, Los Angeles, CA 90024","$1,575,000 ",4 bds,4 ba,"2,600 sqft","$1,575,005 ",Condo,2009,Forced air,Central,2 spaces,$750/month,Great solar potentialSun Numberâ„¢:Â 86.55,"$8,169 ","$5,857/mo","$1,011/mo",$551/mo,$750/mo
"4430 Noble Ave APT 102, Los Angeles, CA 91403","$625,000 ",2 bds,2 ba,"1,391 sqft","$625,240 ",Condo,1984,Forced air,Central,,$420/month,Great solar potentialSun Numberâ„¢:Â 91.38,"$3,319 ","$2,279/mo",$401/mo,$219/mo,$420/mo
"66 Summit Way, San Francisco, CA 94132","$1,298,000 ",3 bds,2 ba,"1,547 sqft","$1,260,111 ",Condo,2015,Forced air,Central,Attached Garage,$237/month,Great solar potentialSun Numberâ„¢:Â 92.6,"$6,231 ","$4,815/mo",$725/mo,$454/mo,$237/mo
"401 Harrison St APT 39F, San Francisco, CA 94105","$1,600,000 ",1 bd,1 ba,830 sqft,"$1,418,350 ",Condo,2014,,,,"$1,097/month",Great solar potentialSun Numberâ„¢:Â 93.74,"$8,486 ","$5,936/mo",$893/mo,$560/mo,"$1,097/mo"
"280 Spear Street #24C Plan, MIRA","$1,930,000 ",2 bds,2 ba,"1,209 sqft","$1,916,164 ",Condo,2019,Forced air,Central,1 space,,,"$8,913 ",,,,
"1333 Jones St UNIT 1102, San Francisco, CA 94109","$2,400,000 ",1 bd,2 ba,"1,590 sqft","$1,956,826 ",Condo,1960,,Central,1 space,"$1,592/month",Great solar potentialSun Numberâ„¢:Â 90.04,"$12,676 ","$8,904/mo","$1,340/mo",$840/mo,"$1,592/mo"
"1800 Washington St APT 619, San Francisco, CA 94109","$1,295,000 ",2 bds,2 ba,"1,042 sqft","$1,335,000 ",Condo,2001,,,Attached Garage,$799/month,Great solar potentialSun Numberâ„¢:Â 86.84,"$6,780 ","$4,804/mo",$723/mo,$453/mo,$799/mo
"106 112 Noe St, San Francisco, CA 94114","$2,500,000 ",1 bds,#NAME?,"4,560 sqft","$3,516,711 ",Multi Family,1924,,,,$548 ,,"$11,546 ","$9,275/mo","$1,396/mo",$875/mo,$0/mo
"Crescent Way, San Francisco, CA 94134","$748,800 ",2 bds,2 ba,875 sqft,"$788,626 ",Condo,2006,Forced air,None,Attached Garage,$461/month,,"$3,891 ","$2,750/mo",$418/mo,$262/mo,$461/mo
"280 Spear Street #36B Plan, MIRA","$4,750,000 ",3 bds,3 ba,"2,198 sqft","$4,644,156 ",Condo,2019,Forced air,Central,1 space,,,"$21,937 ",,,,
"356 Pierce St # 3, San Francisco, CA 94117","$749,000 ",2 bds,1.5 ba,718 sqft,"$835,793 ",Condo,1907,Gas,Wall,None,,Great solar potentialSun Numberâ„¢:Â 88.44,"$3,431 ","$2,751/mo",$418/mo,$262/mo,$0/mo
"400 Beale St APT 812, San Francisco, CA 94105","$1,049,000 ",2 bds,2 ba,"1,075 sqft","$1,058,334 ",Condo,2002,Electric,,Attached Garage,$893/month,Great solar potentialSun Numberâ„¢:Â 92.94,"$5,738 ","$3,892/mo",$586/mo,$367/mo,$893/mo
"216 27th Ave # 2, San Francisco, CA 94121","$2,150,000 ",2 bds,2.5 ba,"1,630 sqft","$2,205,277 ",Condo,2019,,,Attached Garage,$303/month,,"$10,232 ","$7,976/mo","$1,200/mo",$753/mo,$303/mo
"218 27th Ave # 3, San Francisco, CA 94121","$2,895,000 ",3 bds,2.5 ba,"2,100 sqft","$2,947,960 ",Condo,2019,,,Attached Garage,$354/month,,"$13,724 ","$10,740/mo","$1,616/mo","$1,013/mo",$354/mo
"214 27th Ave # 1, San Francisco, CA 94121","$1,750,000 ",3 bds,3.5 ba,"1,390 sqft","$1,833,177 ",Condo,2019,,,Attached Garage,$283/month,,"$8,365 ","$6,492/mo",$977/mo,$613/mo,$283/mo
"10 Innes Ct #202 Plan, The San Francisco Shipyard   Landing","$785,000 ",2 bds,1 ba,939 sqft,"$835,199 ",Condo,2019,,,1 space,,Great solar potentialSun Numberâ„¢:Â 92.62,"$3,596 ",,,,
"10 Innes Ct #304 Plan, The San Francisco Shipyard   Landing","$880,000 ",2 bds,2 ba,"1,020 sqft","$929,749 ",Condo,2019,,,1 space,,,"$4,031 ",,,,
"280 Spear Street #14E Plan, MIRA","$2,100,000 ",2 bds,2 ba,"1,347 sqft","$2,081,250 ",Condo,2019,Forced air,Central,1 space,,,"$9,698 ",,,,
"03 Plan, 1433 Bush St.","$785,000 ",1 bd,1 ba,600 sqft,"$808,283 ",Condo,2019,Forced air,Central,,,,"$3,596 ",,,,
"1748 1752 Fell St, San Francisco, CA 94117","$2,795,000 ",1 bds,#NAME?,"4,800 sqft","$2,795,007 ",Multi Family,1900,,,Attached Garage,$582 ,,"$12,908 ","$10,369/mo","$1,561/mo",$978/mo,$0/mo
"52 Innes Ct. #301 Plan, The San Francisco Shipyard   Monarch","$1,005,000 ",2 bds,2 ba,"1,080 sqft","$1,065,603 ",Condo,2019,,,,,,"$4,641 ",,,,
"01 Plan, 1433 Bush St.","$1,325,000 ",3 bds,2 ba,"1,087 sqft","$1,337,033 ",Condo,2019,Forced air,Central,1 space,,Great solar potentialSun Numberâ„¢:Â 70.84,"$6,119 ",,,,
"65 67 Rivoli St, San Francisco, CA 94117","$1,895,000 ",1 bds,#NAME?,"2,170 sqft","$2,001,883 ",Multi Family,1946,,,2 spaces,$873 ,,"$8,752 ","$7,030/mo","$1,058/mo",$663/mo,$0/mo
"456 Kansas St, San Francisco, CA 94107","$1,895,000 ",3 bds,2 ba,#NAME?,"$2,038,470 ",Condo,1958,Forced air,Central,,,Great solar potentialSun Numberâ„¢:Â 86.44,"$8,752 ","$7,030/mo","$1,058/mo",$663/mo,$0/mo
"2920 Buchanan St APT 7, San Francisco, CA 94123","$1,049,000 ",1 bd,1 ba,950 sqft,"$1,176,284 ",Condo,1964,,,,$430/month,Great solar potentialSun Numberâ„¢:Â 92.04,"$5,275 ","$3,892/mo",$586/mo,$367/mo,$430/mo
"10 Innes Ct #403 Plan, The San Francisco Shipyard   Landing","$900,000 ",2 bds,2 ba,"1,020 sqft","$965,665 ",Condo,2019,,,1 space,,,"$4,123 ",,,,
"2541 California St APT 4, San Francisco, CA 94115","$1,380,000 ",3 bds,2 ba,"1,350 sqft","$1,517,878 ",Condo,1900,,,,$500/month,,"$6,873 ","$5,120/mo",$771/mo,$483/mo,$500/mo
"1572 Church St, San Francisco, CA 94131","$1,295,000 ",3 bds,1 ba,#NAME?,"$1,513,207 ",Condo,,,,Attached Garage,,,"$5,981 ","$4,804/mo",$723/mo,$453/mo,$0/mo
"3590 20th St APT 505, San Francisco, CA 94110","$2,395,000 ",3 bds,3 ba,"1,839 sqft","$2,494,201 ",Condo,2015,Electric,,1 space,$711/month,,"$11,772 ","$8,885/mo","$1,337/mo",$838/mo,$711/mo
"1373 75 Page St, San Francisco, CA 94117","$2,095,000 ",1 bds,#NAME?,"4,275 sqft","$2,145,379 ",Multi Family,1900,"Baseboard, Wall","Central, Wall",3 spaces,$490 ,,"$9,675 ","$7,772/mo","$1,170/mo",$733/mo,$0/mo
"3358 22nd St, San Francisco, CA 94110","$2,295,000 ",4 bds,3 ba,#NAME?,"$2,430,931 ",Multi Family,,,,,,,"$10,599 ","$8,514/mo","$1,281/mo",$803/mo,$0/mo
"380 14th St APT 403, San Francisco, CA 94103","$699,000 ",1 bd,1 ba,591 sqft,"$752,450 ",Condo,2012,,,,$603/month,Great solar potentialSun Numberâ„¢:Â 91.64,"$3,805 ","$2,567/mo",$390/mo,$245/mo,$603/mo
"201 Folsom St APT 8C, San Francisco, CA 94105","$1,699,000 ",2 bds,2 ba,"1,403 sqft","$1,689,428 ",Condo,2016,,Central,1 space,"$1,236/month",Great solar potentialSun Numberâ„¢:Â 93.74,"$9,082 ","$6,303/mo",$949/mo,$595/mo,"$1,236/mo"
"831 833 Filbert St, San Francisco, CA 94133","$1,995,000 ",4 bds,2 ba,"2,618 sqft","$2,024,999 ",Multi Family,1940,Forced air,Central,Attached Garage,$762 ,,"$9,213 ","$7,401/mo","$1,114/mo",$698/mo,$0/mo
"360 Guerrero St APT 410, San Francisco, CA 94103","$819,000 ",1 bd,1 ba,822 sqft,"$911,415 ",Condo,1983,Baseboard,,,$609/month,Great solar potentialSun Numberâ„¢:Â 89.24,"$4,361 ","$3,008/mo",$457/mo,$287/mo,$609/mo
"02 Plan, 719 Larkin","$690,000 ",1 bd,1 ba,545 sqft,"$712,397 ",Condo,2019,Forced air,,,,,"$3,161 ",,,,
"1800 Turk St APT 401, San Francisco, CA 94115","$998,000 ",2 bds,2 ba,"1,346 sqft","$1,139,239 ",Condo,1991,Radiant,,1 space,$488/month,,"$5,097 ","$3,703/mo",$557/mo,$349/mo,$488/mo
"280 Spear Street #4H Plan, MIRA","$1,105,000 ",2 bds,1 ba,975 sqft,"$1,111,918 ",Condo,2019,Forced air,Central,1 space,,,"$5,103 ",,,,
"#1307 Plan, ONE Mission Bay","$2,375,000 ",3 bds,2 ba,"1,639 sqft","$2,354,347 ",Condo,2019,Heat pump,Central,1 space,,,"$10,968 ",,,,
"590 6th St APT 311, San Francisco, CA 94103","$1,250,000 ",2 bds,2 ba,"1,373 sqft","$1,299,283 ",Condo,2001,Forced air,Central,Attached Garage,$792/month,Great solar potentialSun Numberâ„¢:Â 90.84,"$6,565 ","$4,637/mo",$698/mo,$438/mo,$792/mo
"88 Guy Pl APT 401, San Francisco, CA 94105","$1,300,000 ",2 bds,3 ba,"1,449 sqft","$1,300,005 ",Condo,1998,,,,$791/month,Great solar potentialSun Numberâ„¢:Â 92.94,"$6,795 ","$4,823/mo",$726/mo,$455/mo,$791/mo
"601 Van Ness Ave APT 710, San Francisco, CA 94102","$539,000 ",1 bd,1 ba,672 sqft,"$550,889 ",Condo,1982,,,,$857/month,Great solar potentialSun Numberâ„¢:Â 92.84,"$3,348 ","$2,001/mo",$301/mo,$189/mo,$857/mo
"43 Cuvier St, San Francisco, CA 94112","$849,000 ",2 bds,1 ba,#NAME?,"$1,011,032 ",Condo,1900,Forced air,Central,None,$195/month,,"$4,084 ","$3,118/mo",$474/mo,$297/mo,$195/mo
"198 States St, San Francisco, CA 94114","$2,488,000 ",7 bds,5 ba,"4,044 sqft","$2,595,719 ",Multi Family,,Forced air,Central,,$615 ,Great solar potentialSun Numberâ„¢:Â 74.52,"$11,490 ","$9,230/mo","$1,389/mo",$871/mo,$0/mo
"41 43 Cuvier St, San Francisco, CA 94112","$1,798,000 ",4 bds,2 ba,"1,500 sqft","$1,920,062 ",Multi Family,1900,Forced air,Central,,"$1,199 ",,"$8,304 ","$6,670/mo","$1,004/mo",$629/mo,$0/mo
"41 Cuvier St, San Francisco, CA 94112","$949,000 ",2 bds,1 ba,#NAME?,"$1,130,511 ",Condo,1900,,,,$195/month,,"$4,578 ","$3,521/mo",$530/mo,$332/mo,$195/mo
"06 Plan, 1433 Bush St.","$1,299,000 ",3 bds,2 ba,"1,094 sqft","$1,313,856 ",Condo,2019,Forced air,Central,1 space,,Great solar potentialSun Numberâ„¢:Â 70.84,"$5,999 ",,,,
"1122 Page St APT 4, San Francisco, CA 94117","$1,295,000 ",2 bds,1 ba,"1,000 sqft","$1,493,887 ",Condo,1902,Forced air,,3 spaces,,,"$5,981 ","$4,804/mo",$723/mo,$453/mo,$0/mo
"2355 Francisco St, San Francisco, CA 94123","$3,400,000 ",1 bds,#NAME?,"5,325 sqft","$3,310,526 ",Multi Family,1927,,,,$638 ,Great solar potentialSun Numberâ„¢:Â 86.52,"$15,702 ","$12,614/mo","$1,898/mo","$1,190/mo",$0/mo
"650 Delancey St APT 109, San Francisco, CA 94107","$1,895,000 ",2 bds,2 ba,"1,548 sqft","$1,856,717 ",Condo,1996,Forced air,None,Attached Garage,$653/month,Great solar potentialSun Numberâ„¢:Â 94.54,"$9,405 ","$7,030/mo","$1,058/mo",$663/mo,$653/mo
"#912 Plan, ONE Mission Bay","$1,740,000 ",2 bds,2 ba,"1,276 sqft","$1,740,007 ",Condo,2019,Heat pump,Central,1 space,,,"$8,036 ",,,,
"1045 1049 14th St, San Francisco, CA 94114","$1,600,000 ",3 bds,#NAME?,"3,512 sqft","$1,747,066 ",Multi Family,1908,Forced air,"Central, Wall",1 space,$456 ,,"$7,389 ","$5,936/mo",$893/mo,$560/mo,$0/mo
"2854 25th St, San Francisco, CA 94110","$649,000 ",2 bds,1 ba,677 sqft,,Condo,1916,Forced air,Central,None,$350/month,Great solar potentialSun Numberâ„¢:Â 92.64,"$3,323 ","$2,384/mo",$362/mo,$227/mo,$350/mo
"3316-3320 Scott St, San Francisco, CA 94123","$5,500,000 ",6 bds,6 ba,"3,939 sqft","$5,281,664 ",Multi Family,1925,Forced air,Central,3 spaces,"$1,396 ",,"$25,400 ","$20,405/mo","$3,071/mo","$1,925/mo",$0/mo
"05 Plan, 719 Larkin","$690,000 ",1 bd,1 ba,575 sqft,"$714,019 ",Condo,2019,Forced air,,,,,"$3,161 ",,,,
"Penthouse D36A Plan, LUMINA","$7,375,000 ",3 bds,4.5 ba,"3,770 sqft","$7,240,909 ",Condo,2019,,,1 space,,,"$34,060 ",,,,
"1645 Pacific Ave APT 4D, San Francisco, CA 94109","$2,349,000 ",2 bds,2 ba,"1,402 sqft","$2,349,022 ",Condo,2014,Forced air,Central,,$859/month,Great solar potentialSun Numberâ„¢:Â 90.04,"$11,707 ","$8,715/mo","$1,312/mo",$822/mo,$859/mo
"10 Innes Ct #303 Plan, The San Francisco Shipyard   Landing","$975,000 ",3 bds,2 ba,"1,223 sqft","$1,034,916 ",Condo,2019,,,1 space,,Great solar potentialSun Numberâ„¢:Â 92.62,"$4,503 ",,,,
"950 Tennessee St # 110, San Francisco, CA 94107","$1,430,000 ",2 bds,2 ba,"1,160 sqft","$1,496,116 ",Condo,2019,Forced air,Central,,$676/month,,"$7,280 ","$5,305/mo",$798/mo,$501/mo,$676/mo
"3979 3981 24th St, San Francisco, CA 94114","$3,950,000 ",2 bds,3 ba,"6,000 sqft","$4,022,347 ",Multi Family,1904,Forced air,Wall,,$658 ,,"$18,242 ","$14,654/mo","$2,205/mo","$1,383/mo",$0/mo
"734 14th St APT 4, San Francisco, CA 94114","$875,000 ",2 bds,1 ba,707 sqft,"$970,135 ",Condo,1990,Forced air,Central,None,$250/month,Great solar potentialSun Numberâ„¢:Â 90.52,"$4,258 ","$3,214/mo",$489/mo,$306/mo,$250/mo
"4395 24th St, San Francisco, CA 94114","$1,650,000 ",3 bds,1 ba,"1,505 sqft","$1,774,193 ",Condo,1913,Gas,Wall,None,$458/month,,"$8,078 ","$6,121/mo",$921/mo,$578/mo,$458/mo
"950 Tennessee St # 108, San Francisco, CA 94107","$923,000 ",1 bd,1 ba,776 sqft,"$1,002,940 ",Condo,2019,Forced air,Central,,$544/month,,"$4,807 ","$3,424/mo",$515/mo,$323/mo,$544/mo
"950 Tennessee St # 323, San Francisco, CA 94107","$700,000 ",1 bds,1 ba,422 sqft,"$756,173 ",Condo,2019,Forced air,Central,,$435/month,,"$3,642 ","$2,571/mo",$391/mo,$245/mo,$435/mo
"950 Tennessee St # 317, San Francisco, CA 94107","$664,000 ",1 bds,1 ba,431 sqft,"$715,724 ",Condo,2019,Forced air,Central,,$435/month,,"$3,477 ","$2,439/mo",$371/mo,$232/mo,$435/mo
"140 S Van Ness Ave UNIT 711, San Francisco, CA 94103","$799,000 ",1 bd,1 ba,795 sqft,"$854,891 ",Condo,2002,,,,$504/month,Great solar potentialSun Numberâ„¢:Â 87.64,"$4,164 ","$2,935/mo",$446/mo,$280/mo,$504/mo
